"Site","Building","Floor","Area","Description","Room Number","Room Barcode","Room Type","Cost Centre","Department"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","SINGLE ROOM","ADL20132","ADL20132","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","ENSUITE","ADL20133","ADL20133","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","SINGLE ROOM","ADL20136","ADL20136","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","ENSUITE","ADL20137","ADL20137","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","OFFICE REPORTS","ADL20138","ADL20138","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","WAITING AREA","ADL20139","ADL20139","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","OFFICE WARD MANAGER","ADL20140","ADL20140","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","WC","ADL20141","ADL20141","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","RISER CUPBOARD M/C/4/2","ADL20142","ADL20142","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","RISER CUPBOARD E/C/1/2","ADL20143","ADL20143","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","THERAPY ROOM","ADL20144","ADL20144","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","SEMINAR ROOM","ADL20145","ADL20145","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","WC/SHOWER","ADL20146","ADL20146","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","4 BED BAY","ADL20147","ADL20147","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","NURSE BASE","ADL20148","ADL20148","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","4 BED BAY","ADL20149","ADL20149","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","WC/SHOWER","ADL20150","ADL20150","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR EAST WING","02","ADL","WC","ADL20151","ADL20151","Not Defined",,"WARD 21"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","WC","ADN20001","ADN20001","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","WC","ADN20002","ADN20002","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","CORRIDOR","ADN20003","ADN20003","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","BEVERAGE BAY","ADN20004","ADN20004","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","WC","ADN20005","ADN20005","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20006","ADN20006","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20007","ADN20007","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20008","ADN20008","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20009","ADN20009","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20010","ADN20010","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20011","ADN20011","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20012","ADN20012","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20013","ADN20013","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","CUPBOARD ELECTRIC","ADN20014","ADN20014","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20015","ADN20015","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20016","ADN20016","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20017","ADN20017","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20018","ADN20018","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20019","ADN20019","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20020","ADN20020","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","WC","ADN20021","ADN20021","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","CUPBOARD CLEANER","ADN20022","ADN20022","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20023","ADN20023","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20024","ADN20024","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20025","ADN20025","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20026","ADN20026","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20027","ADN20027","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20028","ADN20028","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20029","ADN20029","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20030","ADN20030","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20031","ADN20031","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","OFFICE","ADN20032","ADN20032","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","CORRIDOR","ADN20033","ADN20033","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","CORRIDOR","ADN20034","ADN20034","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","WC","ADN20035","ADN20035","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","WC","ADN20036","ADN20036","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","LOBBY","ADN20037","ADN20037","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADN","LOBBY","ADN20038","ADN20038","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","WC DISABLED","ADR20035","ADR20035","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","SECRETARIES","ADR20036","ADR20036","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","CONSULTING ROOM","ADR20037","ADR20037","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","CONSULTING ROOM","ADR20038","ADR20038","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","WAITING","ADR20039","ADR20039","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","SEMINAR","ADR20040","ADR20040","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","CORRIDOR","ADR20041","ADR20041","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","OFFICE STUDENT DIETICIANS","ADR20042","ADR20042","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","CUPBOARD ELECTRIC","ADR20043","ADR20043","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","WC STAFF","ADR20044","ADR20044","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","OFFICE DIETICIANS","ADR20045","ADR20045","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","OFFICE CHIEF DIETICIAN","ADR20046","ADR20046","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","CUPBOARD CLEANER","ADR20047","ADR20047","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","OFFICE DISTRICT DIETICIAN","ADR20048","ADR20048","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","OFFICE COMMUNITY DIETICIAN","ADR20049","ADR20049","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","DUCT","ADR20050","ADR20050","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","2ND FLOOR ROTUNDA","02","ADR","STORE DOCUMENTS","ADR20051","ADR20051","Not Defined",,"ROTUNDA SECOND FLOOR"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","WAITING AREA","ADB30001","ADB30001","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","WC DISABLED","ADB30002","ADB30002","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","TECH. CONTROL / EQUIP ROOM","ADB30003","ADB30003","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CORRIDOR","ADB30004","ADB30004","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CLINIC ROOM","ADB30005","ADB30005","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CLINIC ROOM","ADB30006","ADB30006","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","TECH. CONTROL / EQUIP ROOM","ADB30007","ADB30007","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE","ADB30008","ADB30008","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE","ADB30009","ADB30009","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","RISER CUPBOARD M/B/4/3","ADB30010","ADB30010","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE AUDIT QUALITY / FINANCE","ADB30011","ADB30011","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE FINANCE MANAGER","ADB30012","ADB30012","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE BUSINESS MANAGER","ADB30013","ADB30013","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE SENIOR NURSE MANAGER","ADB30014","ADB30014","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE GENERAL MANAGER","ADB30015","ADB30015","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE CLINICAL DIRECTOR","ADB30016","ADB30016","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE SECRETARIES","ADB30017","ADB30017","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE PERSONNEL MANAGER","ADB30018","ADB30018","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","MEETING ROOM","ADB30019","ADB30019","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE CLINICAL DIRECTOR","ADB30020","ADB30020","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE GENERAL MANAGER","ADB30021","ADB30021","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE BUSINESS MANAGER","ADB30022","ADB30022","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE FINANCE MANAGER","ADB30023","ADB30023","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE PERSONNEL MANAGER","ADB30024","ADB30024","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE","ADB30025","ADB30025","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE SENIOR NURSE","ADB30026","ADB30026","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE AUDIT QUALITY / FINANCE","ADB30027","ADB30027","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE SENIOR NURSE MANAGER","ADB30028","ADB30028","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE SECRETARIAL SUPPORT","ADB30029","ADB30029","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","3","ADB","CLINICAL ADMIN CENTRAL, LOBBY","ADB30030","ADB30030","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CUPBOARD CLEANER","ADB30031","ADB30031","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","WC","ADB30032","ADB30032","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","WC","ADB30033","ADB30033","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","RESOURCE ROOM","ADB30034","ADB30034","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","COPIER","ADB30035","ADB30035","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","STORE","ADB30036","ADB30036","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","BEVERAGE BAY","ADB30037","ADB30037","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","RECORDS","ADB30038","ADB30038","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","RESOURCE ROOM","ADB30039","ADB30039","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CUPBOARD ELECTRIC","ADB30040","ADB30040","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","RISER CUPBOARD M/B/3/3","ADC30148","ADC30148","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR EAST WING",,"ADE","CUPBOARD ELECTRIC","ADE30007","ADE30007","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","LOBBY","ADE30008","ADE30008","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30009","ADE30009","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE SECRETARIES","ADE30010","ADE30010","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30011","ADE30011","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30012","ADE30012","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30013","ADE30013","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30014","ADE30014","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30015","ADE30015","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30016","ADE30016","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","PRACTICE / DEVELOPMENT / DISCHARGE","ADE30017","ADE30017","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","NURSE STATION","ADE30018","ADE30018","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","TISSUE VIABILITY & CONTINENCE","ADE30019","ADE30019","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","CORRIDOR","ADE30020","ADE30020","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","CORRIDOR","ADE30021","ADE30021","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","WC","ADE30022","ADE30022","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","WC","ADE30023","ADE30023","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE JUNIOR DOCTORS","ADE30024","ADE30024","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","MEETING SPACE","ADE30025","ADE30025","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30026","ADE30026","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","OFFICE CONSULTANTS","ADE30027","ADE30027","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADE","CUPBOARD CLEANER","ADE30028","ADE30028","Not Defined",,"CLINICAL ADMIN CENTRAL"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","RISER CUPBOARD M/B/7/3","ADB30041","ADB30041","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","WAITING AREA","ADB30042","ADB30042","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE","ADB30043","ADB30043","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","OFFICE","ADB30044","ADB30044","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","TECH.CONTROL / EQUIP ROOM","ADB30045","ADB30045","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CLINIC ROOM","ADB30046","ADB30046","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CLINIC ROOM","ADB30047","ADB30047","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","TECH.CONTROL / EQUIP ROOM","ADB30048","ADB30048","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","CORRIDOR","ADB30049","ADB30049","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADB","RISER CUPBOARD M/B/8/3","ADB30050","ADB30050","Not Defined",,"SURGICAL PRI"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","CORRIDOR","ADC30051","ADC30051","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","OFFICE NURSES","ADC30052","ADC30052","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC/SHOWER","ADC30053","ADC30053","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","4 BED BAY","ADC30054","ADC30054","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","NURSE BASE","ADC30055","ADC30055","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","4 BED BAY","ADC30056","ADC30056","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC/SHOWER","ADC30057","ADC30057","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SLUICE","ADC30058","ADC30058","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SINGLE ROOM","ADC30059","ADC30059","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","ENSUITE","ADC30060","ADC30060","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SINGLE ROOM","ADC30061","ADC30061","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","ENSUITE","ADC30062","ADC30062","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SINGLE ROOM","ADC30063","ADC30063","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","ENSUITE","ADC30064","ADC30064","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SINGLE ROOM","ADC30065","ADC30065","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","ENSUITE","ADC30066","ADC30066","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","CORRIDOR","ADC30067","ADC30067","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC/SHOWER","ADC30068","ADC30068","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","6 BED BAY","ADC30069","ADC30069","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","RECEPTION WARD 32","ADC30070","ADC30070","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","6 BED BAY","ADC30071","ADC30071","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC/SHOWER","ADC30072","ADC30072","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC","ADC30073","ADC30073","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","BATHROOM","ADC30074","ADC30074","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","BEVERAGE BAY","ADC30075","ADC30075","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","CLEAN UTILITY","ADC30076","ADC30076","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","TREATMENT ROOM","ADC30077","ADC30077","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","DIRTY UTILITY","ADC30078","ADC30078","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","STORE","ADC30079","ADC30079","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","DAY ROOM","ADC30080","ADC30080","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","STORE","ADC30081","ADC30081","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","CUPBOARD ELECTRIC","ADC30082","ADC30082","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","PLASTICS DRESSING","ADC30083","ADC30083","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC","ADC30084","ADC30084","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","CORRIDOR","ADC30085","ADC30085","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SLUICE","ADC30086","ADC30086","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC/SHOWER","ADC30087","ADC30087","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","4 BED BAY","ADC30088","ADC30088","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","NURSE BASE","ADC30089","ADC30089","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","4 BED BAY","ADC30090","ADC30090","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","WC/SHOWER","ADC30091","ADC30091","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","OFFICE NURSES","ADC30092","ADC30092","Not Defined",,"WARD 32"
"Walsgrave","3RD FLOOR CENTRAL","03","ADC","SINGLE ROOM","ADC30093","ADC30093","Not Defined",,"WARD 32"
